time,v2v_conflict,ai_conflict,fused_conflict,ai_prediction_available,v2v_prediction_available,ai_predicted_x,ai_predicted_y,ttc,risk_state,vehicle_a_action
14.37,True,True,True,True,True,117.265,0.254,inf,SAFE,Monitor cautiously
14.40,True,True,True,True,True,117.150,0.254,inf,SAFE,Monitor cautiously
14.43,True,True,True,True,True,117.037,0.255,inf,SAFE,Monitor cautiously
14.47,True,True,True,True,True,116.924,0.255,inf,SAFE,Monitor cautiously
14.50,True,True,True,True,True,116.812,0.255,inf,SAFE,Monitor cautiously
14.53,True,True,True,True,True,116.700,0.256,inf,SAFE,Monitor cautiously
14.57,True,True,True,True,True,116.590,0.256,inf,SAFE,Monitor cautiously
14.60,True,True,True,True,True,116.480,0.256,inf,SAFE,Monitor cautiously
14.63,True,True,True,True,True,116.371,0.257,inf,SAFE,Monitor cautiously
14.67,True,True,True,True,True,116.263,0.257,inf,SAFE,Monitor cautiously
14.70,True,True,True,True,True,116.156,0.257,inf,SAFE,Monitor cautiously
14.73,True,True,True,True,True,116.049,0.257,inf,SAFE,Monitor cautiously
14.77,True,True,True,True,True,115.944,0.258,inf,SAFE,Monitor cautiously
14.80,True,True,True,True,True,115.839,0.258,inf,SAFE,Monitor cautiously
14.83,True,True,True,True,True,115.734,0.258,inf,SAFE,Monitor cautiously
14.87,True,True,True,True,True,115.631,0.258,inf,SAFE,Monitor cautiously
14.90,True,True,True,True,True,115.528,0.259,inf,SAFE,Monitor cautiously
14.93,True,True,True,True,True,115.426,0.259,inf,SAFE,Monitor cautiously
14.97,True,True,True,True,True,115.325,0.259,inf,SAFE,Monitor cautiously
15.00,True,True,True,True,True,115.224,0.259,inf,SAFE,Monitor cautiously
15.03,True,True,True,True,True,115.125,0.259,inf,SAFE,Monitor cautiously
15.07,True,True,True,True,True,115.025,0.260,inf,SAFE,Monitor cautiously
15.10,True,True,True,True,True,114.927,0.260,inf,SAFE,Monitor cautiously
15.13,True,True,True,True,True,114.830,0.260,inf,SAFE,Monitor cautiously
15.17,True,True,True,True,True,114.733,0.260,inf,SAFE,Monitor cautiously
15.20,True,True,True,True,True,114.636,0.260,inf,SAFE,Monitor cautiously
15.23,True,True,True,True,True,114.541,0.260,inf,SAFE,Monitor cautiously
15.27,True,True,True,True,True,114.446,0.260,inf,SAFE,Monitor cautiously
15.30,True,True,True,True,True,114.352,0.261,inf,SAFE,Monitor cautiously
15.33,True,True,True,True,True,114.259,0.261,inf,SAFE,Monitor cautiously
15.37,True,True,True,True,True,114.166,0.261,inf,SAFE,Monitor cautiously
15.40,True,True,True,True,True,114.074,0.261,inf,SAFE,Monitor cautiously
15.43,True,True,True,True,True,113.983,0.261,inf,SAFE,Monitor cautiously
15.47,True,True,True,True,True,113.892,0.261,inf,SAFE,Monitor cautiously
15.50,True,True,True,True,True,113.802,0.261,inf,SAFE,Monitor cautiously
15.53,True,True,True,True,True,113.713,0.261,inf,SAFE,Monitor cautiously
15.57,True,True,True,True,True,113.624,0.261,inf,SAFE,Monitor cautiously
15.60,True,True,True,True,True,113.536,0.261,inf,SAFE,Monitor cautiously
15.63,True,True,True,True,True,113.448,0.261,inf,SAFE,Monitor cautiously
15.67,True,True,True,True,True,113.362,0.262,inf,SAFE,Monitor cautiously
15.70,True,True,True,True,True,113.275,0.262,inf,SAFE,Monitor cautiously
15.73,True,True,True,True,True,113.190,0.262,inf,SAFE,Monitor cautiously
15.77,True,True,True,True,True,113.105,0.262,inf,SAFE,Monitor cautiously
15.80,True,True,True,True,True,113.021,0.262,inf,SAFE,Monitor cautiously
15.83,True,True,True,True,True,112.937,0.262,inf,SAFE,Monitor cautiously
15.87,True,True,True,True,True,112.854,0.262,inf,SAFE,Monitor cautiously
15.90,True,True,True,True,True,112.772,0.262,inf,SAFE,Monitor cautiously
